id,channel_id,track_id,attribute,track_table_id,ch_map_table_id,record_id
116,124,116,translate_z,0,0,0
117,131,117,translate_x,0,0,0
118,131,118,translate_y,0,0,0
119,131,119,translate_z,0,0,0
120,132,120,translate_x,0,0,0
121,132,121,translate_z,0,0,0
122,133,122,translate_x,0,0,0
123,133,123,translate_z,0,0,0
124,134,124,translate_x,0,0,0
125,134,125,translate_z,0,0,0
126,141,126,translate_x,0,0,0
127,141,127,translate_y,0,0,0
128,141,128,translate_z,0,0,0
129,142,129,translate_x,0,0,0
130,142,130,translate_z,0,0,0
131,143,131,translate_x,0,0,0
132,143,132,translate_z,0,0,0
133,144,133,translate_x,0,0,0
134,144,134,translate_z,0,0,0
135,151,135,translate_x,0,0,0
136,151,136,translate_y,0,0,0
137,151,137,translate_z,0,0,0
138,152,138,translate_x,0,0,0
139,152,139,translate_z,0,0,0
140,153,140,translate_x,0,0,0
141,153,141,translate_z,0,0,0
142,154,142,translate_x,0,0,0
143,154,143,translate_z,0,0,0
144,161,144,translate_x,0,0,0
145,161,145,translate_y,0,0,0
146,161,146,translate_z,0,0,0
147,162,147,translate_x,0,0,0
148,162,148,translate_z,0,0,0
149,163,149,translate_x,0,0,0
150,163,150,translate_z,0,0,0
151,164,151,translate_x,0,0,0
152,164,152,translate_z,0,0,0
153,171,153,translate_x,0,0,0
154,171,154,translate_y,0,0,0
155,171,155,translate_z,0,0,0
156,172,156,translate_x,0,0,0
157,172,157,translate_z,0,0,0
158,173,158,translate_x,0,0,0
159,173,159,translate_z,0,0,0
160,174,160,translate_x,0,0,0
161,174,161,translate_z,0,0,0
162,181,162,translate_x,0,0,0
163,181,163,translate_y,0,0,0
164,181,164,translate_z,0,0,0
165,182,165,translate_x,0,0,0
166,182,166,translate_z,0,0,0
167,183,167,translate_x,0,0,0
168,183,168,translate_z,0,0,0
169,184,169,translate_x,0,0,0
170,184,170,translate_z,0,0,0
171,191,171,translate_x,0,0,0
172,191,172,translate_y,0,0,0
173,191,173,translate_z,0,0,0
174,192,174,translate_x,0,0,0
175,192,175,translate_z,0,0,0
176,193,176,translate_x,0,0,0
177,193,177,translate_z,0,0,0
178,194,178,translate_x,0,0,0
179,194,179,translate_z,0,0,0
