id,type,parent_id,branch_level,translate_x,translate_y,translate_z,rotate_x,rotate_y,rotate_z,scale_x,scale_y,scale_z,color_r,color_g,color_b,color_a,geometry,hide,topo,ratio,ch_input_id
101,5,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,38,87,255,255,13,0,2,0.1,4
102,5,101,2,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,38,87,255,255,13,0,2,0.1,4
103,5,101,2,180.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,38,87,255,255,11,0,2,0.1,4
104,5,4,1,90.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,38,87,255,255,1,0,2,0.1,4
105,5,104,2,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,38,87,255,255,16,0,2,0.1,4
106,5,104,2,180.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,38,87,255,255,19,0,2,0.1,4
107,5,4,1,180.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,38,87,255,255,5,0,2,0.1,4
108,5,107,2,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,38,87,255,255,15,0,2,0.1,4
109,5,107,2,180.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,38,87,255,255,5,0,2,0.1,4
110,5,4,1,270.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,38,87,255,255,19,0,2,0.1,4
111,5,110,2,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,38,87,255,255,11,0,2,0.1,4
112,5,110,2,180.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,38,87,255,255,13,0,2,0.1,4
5,5,0,0,-82.5,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.12,38,101,255,255,3,0,2,0.1,5
113,5,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,38,101,255,255,9,0,2,0.1,5
114,5,113,2,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,38,101,255,255,5,0,2,0.1,5
115,5,113,2,180.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,38,101,255,255,1,0,2,0.1,5
116,5,5,1,90.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,38,101,255,255,9,0,2,0.1,5
117,5,116,2,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,38,101,255,255,11,0,2,0.1,5
118,5,116,2,180.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,38,101,255,255,5,0,2,0.1,5
119,5,5,1,180.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,38,101,255,255,9,0,2,0.1,5
120,5,119,2,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,38,101,255,255,5,0,2,0.1,5
121,5,119,2,180.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,38,101,255,255,15,0,2,0.1,5
122,5,5,1,270.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,38,101,255,255,11,0,2,0.1,5
123,5,122,2,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,38,101,255,255,16,0,2,0.1,5
124,5,122,2,180.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,38,101,255,255,13,0,2,0.1,5
6,5,0,0,-79.5,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.12,38,115,255,255,3,0,2,0.1,6
125,5,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,38,115,255,255,7,0,2,0.1,6
126,5,125,2,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,38,115,255,255,13,0,2,0.1,6
127,5,125,2,180.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,38,115,255,255,13,0,2,0.1,6
128,5,6,1,90.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,38,115,255,255,9,0,2,0.1,6
129,5,128,2,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,38,115,255,255,11,0,2,0.1,6
130,5,128,2,180.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,38,115,255,255,5,0,2,0.1,6
131,5,6,1,180.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,38,115,255,255,7,0,2,0.1,6
132,5,131,2,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,38,115,255,255,19,0,2,0.1,6
133,5,131,2,180.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,38,115,255,255,9,0,2,0.1,6
134,5,6,1,270.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,38,115,255,255,7,0,2,0.1,6
135,5,134,2,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,38,115,255,255,16,0,2,0.1,6
136,5,134,2,180.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,38,115,255,255,15,0,2,0.1,6
7,5,0,0,-76.5,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.12,38,128,255,255,3,0,2,0.1,7
137,5,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,38,128,255,255,11,0,2,0.1,7
138,5,137,2,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,38,128,255,255,19,0,2,0.1,7
139,5,137,2,180.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,38,128,255,255,9,0,2,0.1,7
140,5,7,1,90.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,38,128,255,255,13,0,2,0.1,7
141,5,140,2,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,38,128,255,255,1,0,2,0.1,7
142,5,140,2,180.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,38,128,255,255,9,0,2,0.1,7
143,5,7,1,180.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,38,128,255,255,1,0,2,0.1,7
144,5,143,2,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,38,128,255,255,13,0,2,0.1,7
145,5,143,2,180.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,38,128,255,255,15,0,2,0.1,7
146,5,7,1,270.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,38,128,255,255,11,0,2,0.1,7
147,5,146,2,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,38,128,255,255,5,0,2,0.1,7
148,5,146,2,180.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,38,128,255,255,9,0,2,0.1,7
8,5,0,0,-73.5,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.12,38,142,255,255,3,0,2,0.1,8
149,5,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,38,142,255,255,13,0,2,0.1,8
150,5,149,2,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,38,142,255,255,9,0,2,0.1,8
151,5,149,2,180.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,38,142,255,255,16,0,2,0.1,8
152,5,8,1,90.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,38,142,255,255,15,0,2,0.1,8
153,5,152,2,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,38,142,255,255,16,0,2,0.1,8
154,5,152,2,180.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,38,142,255,255,7,0,2,0.1,8
155,5,8,1,180.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,38,142,255,255,11,0,2,0.1,8
156,5,155,2,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,38,142,255,255,7,0,2,0.1,8
157,5,155,2,180.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,38,142,255,255,9,0,2,0.1,8
158,5,8,1,270.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,38,142,255,255,19,0,2,0.1,8
159,5,158,2,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,38,142,255,255,19,0,2,0.1,8
160,5,158,2,180.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,38,142,255,255,11,0,2,0.1,8
9,5,0,0,-70.5,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.12,38,155,255,255,3,0,2,0.1,9
161,5,9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,38,155,255,255,15,0,2,0.1,9
162,5,161,2,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,38,155,255,255,15,0,2,0.1,9
163,5,161,2,180.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,38,155,255,255,13,0,2,0.1,9
164,5,9,1,90.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,38,155,255,255,9,0,2,0.1,9
165,5,164,2,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,38,155,255,255,7,0,2,0.1,9
166,5,164,2,180.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,38,155,255,255,19,0,2,0.1,9
167,5,9,1,180.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,38,155,255,255,16,0,2,0.1,9
168,5,167,2,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,38,155,255,255,5,0,2,0.1,9
169,5,167,2,180.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,38,155,255,255,1,0,2,0.1,9
170,5,9,1,270.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,38,155,255,255,5,0,2,0.1,9
171,5,170,2,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,38,155,255,255,7,0,2,0.1,9
172,5,170,2,180.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,38,155,255,255,7,0,2,0.1,9
10,5,0,0,-67.5,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.12,38,169,255,255,3,0,2,0.1,10
173,5,10,1,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,38,169,255,255,15,0,2,0.1,10
174,5,173,2,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,38,169,255,255,5,0,2,0.1,10
175,5,173,2,180.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,38,169,255,255,15,0,2,0.1,10
176,5,10,1,90.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,38,169,255,255,15,0,2,0.1,10
177,5,176,2,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,38,169,255,255,16,0,2,0.1,10
178,5,176,2,180.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,38,169,255,255,19,0,2,0.1,10
179,5,10,1,180.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,38,169,255,255,11,0,2,0.1,10
180,5,179,2,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,38,169,255,255,19,0,2,0.1,10
181,5,179,2,180.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,38,169,255,255,1,0,2,0.1,10
182,5,10,1,270.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,38,169,255,255,5,0,2,0.1,10
183,5,182,2,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,38,169,255,255,19,0,2,0.1,10
184,5,182,2,180.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,38,169,255,255,11,0,2,0.1,10
11,5,0,0,-64.5,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.12,38,183,255,255,3,0,2,0.1,11
185,5,11,1,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,38,183,255,255,13,0,2,0.1,11
186,5,185,2,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,38,183,255,255,5,0,2,0.1,11
187,5,185,2,180.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,38,183,255,255,11,0,2,0.1,11
188,5,11,1,90.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,38,183,255,255,15,0,2,0.1,11
189,5,188,2,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,38,183,255,255,7,0,2,0.1,11
190,5,188,2,180.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,38,183,255,255,16,0,2,0.1,11
191,5,11,1,180.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,38,183,255,255,1,0,2,0.1,11
192,5,191,2,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,38,183,255,255,11,0,2,0.1,11
193,5,191,2,180.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,38,183,255,255,19,0,2,0.1,11
194,5,11,1,270.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,38,183,255,255,7,0,2,0.1,11
195,5,194,2,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,38,183,255,255,19,0,2,0.1,11
196,5,194,2,180.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,38,183,255,255,5,0,2,0.1,11
12,5,0,0,-61.5,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.12,38,196,255,255,3,0,2,0.1,12
197,5,12,1,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,38,196,255,255,11,0,2,0.1,12
198,5,197,2,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,38,196,255,255,19,0,2,0.1,12
199,5,197,2,180.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,38,196,255,255,9,0,2,0.1,12
200,5,12,1,90.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,38,196,255,255,7,0,2,0.1,12
201,5,200,2,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,38,196,255,255,13,0,2,0.1,12
202,5,200,2,180.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,38,196,255,255,7,0,2,0.1,12
203,5,12,1,180.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,38,196,255,255,19,0,2,0.1,12
204,5,203,2,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,38,196,255,255,19,0,2,0.1,12
205,5,203,2,180.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,38,196,255,255,1,0,2,0.1,12
206,5,12,1,270.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,38,196,255,255,13,0,2,0.1,12
207,5,206,2,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,38,196,255,255,16,0,2,0.1,12
208,5,206,2,180.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,38,196,255,255,1,0,2,0.1,12
13,5,0,0,-58.5,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.12,38,210,255,255,3,0,2,0.1,13
209,5,13,1,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,38,210,255,255,5,0,2,0.1,13
210,5,209,2,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,38,210,255,255,13,0,2,0.1,13
211,5,209,2,180.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,38,210,255,255,11,0,2,0.1,13
212,5,13,1,90.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,38,210,255,255,9,0,2,0.1,13
213,5,212,2,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,38,210,255,255,1,0,2,0.1,13
214,5,212,2,180.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,38,210,255,255,9,0,2,0.1,13
215,5,13,1,180.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,38,210,255,255,5,0,2,0.1,13
216,5,215,2,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,38,210,255,255,5,0,2,0.1,13
217,5,215,2,180.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,38,210,255,255,16,0,2,0.1,13
218,5,13,1,270.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,38,210,255,255,5,0,2,0.1,13
219,5,218,2,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,38,210,255,255,19,0,2,0.1,13
220,5,218,2,180.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,38,210,255,255,7,0,2,0.1,13
14,5,0,0,-55.5,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.12,38,224,255,255,3,0,2,0.1,14
221,5,14,1,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,38,224,255,255,7,0,2,0.1,14
222,5,221,2,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,38,224,255,255,16,0,2,0.1,14
223,5,221,2,180.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,38,224,255,255,19,0,2,0.1,14
224,5,14,1,90.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,38,224,255,255,7,0,2,0.1,14
225,5,224,2,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,38,224,255,255,11,0,2,0.1,14
226,5,224,2,180.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,38,224,255,255,19,0,2,0.1,14
227,5,14,1,180.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,38,224,255,255,15,0,2,0.1,14
228,5,227,2,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,38,224,255,255,9,0,2,0.1,14
229,5,227,2,180.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,38,224,255,255,19,0,2,0.1,14
230,5,14,1,270.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,38,224,255,255,9,0,2,0.1,14
231,5,230,2,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,38,224,255,255,11,0,2,0.1,14
232,5,230,2,180.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,38,224,255,255,15,0,2,0.1,14
15,5,0,0,-52.5,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.12,38,237,255,255,3,0,2,0.1,15
233,5,15,1,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,38,237,255,255,13,0,2,0.1,15
234,5,233,2,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,38,237,255,255,16,0,2,0.1,15
235,5,233,2,180.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,38,237,255,255,19,0,2,0.1,15
236,5,15,1,90.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,38,237,255,255,16,0,2,0.1,15
237,5,236,2,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,38,237,255,255,5,0,2,0.1,15
238,5,236,2,180.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,38,237,255,255,9,0,2,0.1,15
239,5,15,1,180.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,38,237,255,255,9,0,2,0.1,15
240,5,239,2,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,38,237,255,255,5,0,2,0.1,15
241,5,239,2,180.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,38,237,255,255,13,0,2,0.1,15
242,5,15,1,270.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,38,237,255,255,1,0,2,0.1,15
243,5,242,2,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,38,237,255,255,19,0,2,0.1,15
244,5,242,2,180.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,38,237,255,255,9,0,2,0.1,15
16,5,0,0,-49.5,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.12,38,251,255,255,3,0,2,0.1,16
245,5,16,1,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,38,251,255,255,9,0,2,0.1,16
246,5,245,2,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,38,251,255,255,1,0,2,0.1,16
247,5,245,2,180.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,38,251,255,255,5,0,2,0.1,16
248,5,16,1,90.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,38,251,255,255,1,0,2,0.1,16
